customer_id,credit_score,geography,gender,age,tenure,balance,num_products,has_cr_card,is_active_member,estimated_salary,exited
45,619,Germany,Male,46,1,0.0,2,0,1,102927.58,0
46,768,France,Male,47,5,0.0,1,1,1,30533.27,0
47,781,France,Male,39,2,0.0,1,1,0,168316.15,0
48,583,Spain,Female,22,10,117940.83,1,1,0,1318.41,0
49,575,France,Female,41,7,150780.86,2,0,1,17026.23,1
50,724,Spain,Male,32,5,86406.17,2,1,1,151030.91,0
51,626,France,Female,36,8,8833.64,2,1,0,135042.71,0
52,663,Germany,Male,46,6,94464.61,1,1,1,64016.94,0
53,643,Spain,Female,23,10,112309.32,1,1,1,88276.47,1
54,689,Spain,Female,27,5,0.0,1,1,0,127373.39,1
55,765,Spain,Female,42,3,58410.42,1,1,0,78313.6,0
56,698,Germany,Female,27,10,117504.25,2,1,1,157014.87,1
57,763,Spain,Female,45,7,97177.39,1,1,0,38444.39,0
58,646,Germany,Female,39,6,0.0,2,1,1,142704.9,0
59,590,France,Female,26,10,66212.75,2,0,1,133480.6,0
60,635,France,Male,36,1,0.0,2,0,1,180268.07,0
61,553,Spain,Male,22,1,156173.94,1,0,1,174044.51,0
62,686,France,Male,36,3,42836.91,2,1,1,120077.41,0
63,701,Germany,Female,68,1,0.0,2,1,1,6648.48,0
64,646,Spain,Female,34,9,0.0,1,1,0,23469.58,0
65,702,Spain,Female,22,7,0.0,1,1,1,41651.41,0
66,590,Spain,Male,31,5,0.0,2,1,0,106594.01,0
67,702,Germany,Female,21,10,189290.42,2,0,1,29469.89,0
68,703,France,Female,21,2,91987.37,1,1,1,57455.16,0
69,620,France,Female,30,5,98770.95,1,1,1,37434.25,0
70,666,France,Male,30,7,18002.52,1,1,0,170876.91,0
71,800,Spain,Male,31,5,85944.96,2,1,0,168296.85,0
72,760,France,Male,23,5,122449.9,2,1,1,138839.36,0
73,653,France,Male,38,4,130932.57,2,0,0,16403.1,1
74,657,France,Female,30,3,73141.33,1,0,1,131773.97,0
75,673,Spain,Female,51,7,235246.43,1,0,1,63234.8,0
76,622,France,Female,43,0,0.0,1,1,0,24458.26,0
77,778,Spain,Male,41,9,53575.48,1,1,0,131098.97,0
78,694,France,Female,55,9,121228.34,1,1,1,139700.26,0
79,765,Spain,Female,42,0,0.0,2,1,1,61714.6,0
80,602,France,Male,19,2,87768.56,1,1,1,122575.54,0
81,654,Germany,Female,37,7,0.0,2,1,0,173012.66,0
82,751,Germany,Female,39,2,83629.82,2,1,0,75102.69,1
83,484,France,Female,37,10,128616.28,2,0,1,129738.64,0
84,649,Spain,Male,25,2,0.0,2,1,0,192849.16,0
85,593,France,Male,40,1,174354.51,1,0,0,129557.36,0
86,654,France,Male,44,1,0.0,2,0,1,189749.52,0
87,833,France,Male,41,8,0.0,1,1,0,159255.33,0
88,558,France,Male,50,9,55335.77,1,1,1,55251.85,0
89,529,Germany,Female,18,1,77441.55,1,1,0,105038.28,1
90,628,France,Male,34,4,110926.97,2,1,1,130380.37,0
91,671,Germany,Male,31,7,246987.93,1,1,0,168780.98,0
92,482,Spain,Female,66,3,130211.35,1,1,1,172667.49,0
93,666,France,Female,37,1,96784.9,3,0,1,177119.7,0
94,625,France,Male,21,7,0.0,2,1,1,179053.79,0
95,605,France,Male,36,2,102746.34,1,1,0,63864.43,1
96,577,France,Female,45,8,0.0,2,1,0,138500.53,0
97,671,France,Female,38,0,120143.13,1,1,0,182863.29,0
98,687,France,Female,28,6,0.0,2,0,0,196234.49,0
99,772,Spain,Female,25,7,0.0,2,0,0,11113.68,0
100,684,France,Male,35,4,60211.36,2,1,1,111830.24,0
101,651,Spain,Female,36,6,129136.32,1,1,0,33561.83,0
102,523,Spain,Female,38,1,0.0,2,1,1,123607.64,0
103,423,France,Male,33,9,224113.92,1,1,0,81930.07,1
104,477,Germany,Male,18,4,0.0,1,0,1,83472.06,0
105,757,Spain,Male,32,8,45522.61,2,1,0,46240.32,0
106,616,Spain,Male,41,0,24905.81,1,1,1,161047.75,0
107,635,Germany,Male,27,4,183487.7,2,1,1,62403.66,1
108,636,Spain,Female,28,2,60306.9,1,0,0,163124.92,0
109,850,France,Male,29,5,0.0,2,1,1,164441.65,0
110,670,Germany,Male,30,6,103523.55,1,0,1,42519.04,0
111,751,France,Female,39,4,89247.2,2,0,0,119567.37,0
112,714,France,Female,65,10,118971.22,1,1,1,158675.55,0
113,517,Spain,Male,29,5,103315.91,2,1,1,65546.61,0
114,697,Spain,Male,41,2,182904.26,2,0,1,130401.61,0
115,746,Spain,Female,49,4,178843.3,2,0,0,132015.2,1
116,645,France,Male,22,6,20284.53,2,1,0,91850.83,0
117,834,France,Male,25,8,0.0,2,1,0,170354.51,0
118,648,Spain,Male,30,2,0.0,2,1,0,64514.94,0
119,695,Germany,Male,64,3,136366.63,1,1,0,185347.27,0
120,681,Spain,Male,44,2,0.0,2,1,0,197191.31,0
121,630,Spain,Female,38,5,0.0,1,0,1,184138.94,0
122,553,Spain,Male,76,5,21834.29,2,1,0,7222.47,1
123,712,France,Female,40,3,177203.44,1,1,1,189310.13,0
124,669,France,Female,41,7,0.0,1,0,0,12900.68,0
125,690,France,Male,27,1,0.0,1,1,1,24748.34,0
126,380,Germany,Male,28,0,227869.52,2,0,0,26098.05,0
127,742,Germany,Male,36,1,0.0,2,0,1,105087.91,0
128,424,France,Male,33,8,0.0,1,0,1,105725.81,0
129,609,France,Male,20,2,0.0,2,1,1,74330.14,0
130,675,Spain,Female,18,4,107552.45,1,0,1,135657.17,0
131,581,France,Male,19,5,140912.55,1,1,0,115262.47,0
132,699,France,Male,26,1,0.0,1,0,0,141959.59,0
133,654,France,Male,43,1,74645.3,2,1,1,196072.1,0
134,601,France,Male,40,3,58492.37,2,1,1,2674.71,0
135,677,France,Male,24,3,0.0,2,1,1,104079.03,0
136,691,France,Female,37,6,68267.6,1,1,0,52929.79,0
137,754,France,Female,39,3,0.0,2,1,0,195501.16,0
138,644,France,Male,30,8,65939.09,2,1,0,179989.44,0
139,751,France,Male,26,6,0.0,2,1,1,60532.69,0
140,531,Germany,Female,43,0,165812.05,1,0,0,114713.15,0
141,706,France,Male,38,2,43220.8,1,0,1,125338.41,0
142,685,France,Male,42,5,86643.02,2,1,0,156226.22,0
143,796,Germany,Male,37,3,131685.8,2,1,1,159638.68,0
144,548,France,Female,36,6,0.0,2,1,0,135691.21,1
145,718,Germany,Female,28,9,130575.51,1,1,0,115738.77,0
146,556,France,Male,33,2,0.0,1,1,1,25248.38,0
147,793,France,Female,41,5,0.0,2,1,0,96289.7,0
148,502,Germany,Male,20,2,114177.22,1,1,1,55817.73,1
149,467,Germany,Female,66,3,0.0,1,0,0,32946.99,1
150,782,Germany,Male,40,9,152698.22,2,1,0,80985.29,0
151,587,Germany,Male,35,1,216823.59,3,1,0,167979.87,1
152,635,France,Female,40,5,0.0,2,1,0,4604.03,0
153,672,Germany,Female,43,9,106346.76,1,1,0,8485.81,0
154,707,France,Male,21,6,85437.77,1,0,0,116554.36,0
155,753,France,Female,21,5,70992.82,1,0,1,166575.29,0
156,732,France,Male,29,6,18396.48,2,1,1,135340.14,0
157,762,France,Male,46,2,0.0,1,1,1,135980.66,0
158,490,France,Female,18,3,94466.86,2,1,1,49498.62,0
159,695,France,Female,39,8,0.0,2,0,0,180164.46,1
160,569,France,Male,35,6,0.0,2,1,1,70124.79,0
161,457,Germany,Male,27,5,207896.6,2,1,0,128387.8,1
162,619,France,Male,59,1,119090.94,2,1,0,117678.01,0
163,612,Germany,Female,37,1,180057.75,2,1,0,33657.32,0
164,546,Germany,Male,41,9,183928.05,1,1,1,170446.91,0
165,791,Spain,Female,29,8,0.0,1,0,1,39749.78,0
166,538,Germany,Female,56,3,0.0,2,1,1,185940.31,0
167,712,France,Male,57,7,107151.11,1,1,0,21623.98,1
168,756,France,Male,47,5,34571.39,1,0,0,98694.17,0
169,699,France,Female,30,6,115295.0,1,1,0,28667.99,0
170,567,Spain,Female,32,7,0.0,1,1,1,119549.56,0
171,631,Spain,Male,47,3,113234.56,1,1,1,151692.52,0
172,617,France,Male,42,6,0.0,1,1,1,106843.22,0
173,755,Spain,Female,46,7,0.0,1,1,0,55825.86,1
174,760,France,Female,34,3,121275.29,1,1,0,34024.55,0
175,572,France,Male,24,1,130450.34,1,1,0,9421.43,0
176,674,Germany,Male,18,7,32872.98,2,1,0,166607.28,0
177,691,France,Female,25,1,59069.37,2,0,0,48146.64,0
178,547,Spain,Female,66,8,0.0,2,0,0,57206.19,1
179,747,France,Male,28,3,116801.36,1,0,0,91321.52,1
180,580,Spain,Female,37,7,0.0,2,1,1,174490.09,0
181,649,France,Female,44,3,0.0,1,1,0,152822.67,0
182,719,France,Female,57,10,52341.41,2,1,1,119031.13,0
183,797,Spain,Male,47,1,128538.3,2,1,0,32031.07,0
184,660,Spain,Male,50,9,0.0,1,0,1,36871.55,0
185,648,France,Male,33,5,87525.58,2,1,1,114669.14,0
186,649,France,Male,38,9,0.0,2,1,0,58825.24,0
187,459,Spain,Male,49,9,90938.08,1,1,0,151484.77,0
188,839,France,Male,45,2,0.0,1,1,1,179415.92,0
189,486,France,Male,49,4,75025.19,2,1,0,132065.26,0
190,618,France,Female,42,6,169340.56,2,1,1,64812.44,0
191,688,France,Male,32,8,117375.55,2,1,1,23349.03,0
192,711,France,Female,41,5,0.0,2,1,0,119480.55,0
193,723,France,Male,45,4,22494.27,2,1,1,104219.34,0
194,551,France,Male,27,6,112388.6,2,1,1,79252.86,0
195,760,France,Male,39,1,0.0,2,0,1,90764.31,0
196,605,France,Male,43,5,82698.05,1,1,0,40017.4,1
197,611,France,Female,32,8,18517.79,2,1,0,187483.21,0
198,600,Spain,Female,31,8,0.0,2,1,1,6908.86,0
199,626,France,Male,49,3,0.0,2,1,1,151194.98,0
200,562,France,Male,45,0,67400.88,1,0,1,158158.4,0
201,648,France,Male,56,3,73780.18,1,1,1,176817.31,0
202,582,France,Male,37,6,101520.76,1,0,1,121604.18,0
203,555,France,Female,29,10,0.0,1,0,0,21781.51,0
204,775,France,Male,42,0,0.0,2,1,0,107443.57,0
205,742,Germany,Male,21,9,25584.7,1,1,1,183656.86,0
206,548,Germany,Male,33,2,94778.55,1,0,0,151904.75,0
207,601,France,Female,43,0,15117.85,2,1,1,172525.78,0
208,547,Spain,Female,46,1,73600.89,2,1,1,126228.63,0
209,691,France,Female,25,8,135793.9,1,1,0,105021.73,0
210,669,Spain,Female,38,10,0.0,2,1,1,78222.11,0
211,568,Germany,Female,39,9,39590.56,3,0,1,106554.13,0
212,599,France,Male,33,5,120923.85,2,0,0,55519.93,1
213,515,Germany,Female,44,3,83935.69,2,0,1,191364.79,0
214,574,France,Male,37,10,0.0,2,1,0,197878.38,0
215,593,France,Female,19,0,0.0,2,1,0,169273.59,0
216,633,France,Female,29,7,0.0,1,0,0,172745.7,0
217,712,Germany,Male,25,0,16539.87,1,0,0,169694.44,1
218,563,France,Female,65,4,0.0,2,1,1,140882.59,0
219,520,Spain,Female,41,8,171126.71,2,1,1,106955.59,0
220,651,Spain,Male,26,5,81694.34,1,1,1,14821.65,0
221,619,Germany,Female,30,1,0.0,3,0,1,45469.47,0
222,524,Germany,Female,25,4,42618.8,2,1,1,185087.29,0
223,584,France,Male,59,10,0.0,3,0,1,53901.96,0
224,726,France,Female,41,7,31918.01,2,1,1,88691.14,0
225,711,France,Female,31,0,25609.05,1,1,1,162977.65,0
226,508,Spain,Female,42,4,0.0,1,1,0,31943.74,0
227,597,France,Female,33,2,0.0,1,1,1,20200.19,0
228,673,Spain,Female,58,1,54299.7,2,1,1,99515.28,0
229,763,Spain,Female,34,8,151215.11,2,1,0,172294.74,0
230,687,France,Male,45,5,0.0,1,1,1,19282.49,0
231,804,France,Female,37,2,62993.01,1,1,1,49437.54,1
232,637,France,Male,45,9,86460.35,1,1,1,98959.66,0
233,716,France,Female,36,6,0.0,2,1,0,97104.28,0
234,730,Germany,Female,39,8,125475.46,2,0,1,100773.12,0
235,702,France,Male,45,0,0.0,2,1,1,25066.56,0
236,725,France,Male,45,10,76702.86,2,1,0,77924.65,0
237,578,Germany,Female,34,6,0.0,2,1,0,153773.81,0
238,642,France,Male,42,9,132462.7,1,0,0,118387.66,0
239,533,France,Female,29,6,204240.96,1,1,1,70182.22,1
240,745,France,Male,19,10,0.0,3,1,0,48350.12,0
241,647,France,Female,42,8,92561.02,2,1,1,169164.62,0
242,567,Germany,Female,41,9,136367.32,2,1,1,182422.52,0
243,708,Spain,Female,50,9,80560.07,1,0,1,3734.07,0
244,563,France,Male,28,5,0.0,1,1,1,160482.79,0
245,629,Spain,Female,32,2,106531.66,1,0,0,146736.19,0
246,531,Spain,Female,31,8,168530.02,1,1,1,39933.06,0
247,742,France,Female,28,6,0.0,2,0,1,6683.86,0
248,727,Germany,Female,54,0,66296.08,1,0,1,198145.46,1
249,685,Germany,Male,28,1,59621.03,2,0,1,113675.23,0
250,579,France,Female,22,6,0.0,1,1,0,165576.45,1
251,654,Germany,Female,31,7,175548.09,2,1,1,78688.52,0
252,634,France,Male,49,0,0.0,2,1,0,54505.83,0
253,440,Spain,Male,23,1,66460.96,1,1,1,100730.37,0
254,597,Germany,Female,23,9,100915.58,2,1,1,20943.63,0
255,580,Germany,Male,35,8,129971.75,2,1,0,49406.64,0
256,505,Spain,Female,36,8,139589.14,1,1,1,87653.05,0
257,629,Germany,Male,39,1,0.0,2,1,0,86334.79,0
258,657,Germany,Female,37,10,155906.68,2,0,0,137848.45,0
259,654,Spain,Male,34,8,41888.79,2,1,0,120382.42,0
260,602,Germany,Female,71,9,155808.1,1,1,1,72156.66,0
261,649,France,Male,22,2,0.0,2,1,0,120442.75,0
262,480,France,Female,45,4,0.0,1,0,0,15900.73,0
263,449,France,Female,37,6,0.0,2,1,1,184369.3,0
264,654,Spain,Female,47,7,0.0,2,1,1,193851.65,0
265,533,Germany,Male,36,5,0.0,2,1,1,30332.13,0
266,460,Germany,Male,18,6,0.0,2,1,0,149257.45,0
267,817,France,Female,42,7,51143.87,1,1,0,68628.12,0
268,850,Germany,Male,25,3,106818.71,1,1,1,52010.58,0
269,571,France,Female,39,9,146957.89,2,1,1,128703.59,0
270,571,Spain,Male,28,10,190003.96,1,1,0,153317.87,0
271,695,Germany,Female,53,6,134162.92,1,0,0,84187.67,1
272,643,Germany,Female,41,6,0.0,2,0,0,91956.07,0
273,740,France,Female,33,4,0.0,1,1,1,62574.02,0
274,775,France,Male,24,7,159888.11,1,1,1,53677.81,1
275,731,France,Female,66,1,166040.26,2,1,1,132645.21,0
276,644,France,Male,50,9,99668.99,1,0,1,139937.66,0
277,665,Spain,Male,35,2,0.0,2,1,0,71131.06,0
278,792,Spain,Male,41,0,99754.43,1,0,0,89949.82,0
279,654,France,Male,36,2,168727.99,1,1,0,130560.18,0
280,825,France,Male,34,7,51532.77,2,1,1,56398.93,0
281,593,France,Female,23,1,131679.04,1,1,1,5126.19,0
282,652,France,Male,30,7,36821.3,1,0,0,112424.59,1
283,592,Spain,Female,29,7,0.0,4,1,1,43098.98,0
284,495,France,Female,44,3,0.0,2,1,1,102519.3,0
285,629,Germany,Female,18,7,64620.73,2,1,0,128225.16,1
286,519,Spain,Male,31,3,155843.31,1,1,0,131418.87,1
287,555,France,Female,57,4,0.0,2,1,0,196747.54,0
288,636,Germany,Male,31,8,133837.78,1,0,0,29077.09,1
289,610,Germany,Male,53,5,1856.51,2,1,0,185646.21,1
290,755,France,Male,54,2,0.0,2,1,1,110193.65,0
291,685,Spain,Male,35,6,0.0,1,1,0,96547.19,1
292,529,France,Female,32,2,54247.51,1,1,1,109585.82,0
293,837,France,Female,24,7,150214.67,1,1,1,184456.6,0
294,704,France,Male,25,8,47158.13,2,0,1,109981.66,0
295,658,France,Female,31,8,160366.15,2,1,1,182034.78,1
296,634,France,Female,35,1,81179.33,1,1,1,195021.42,0
297,590,Spain,Female,27,4,65308.44,2,1,0,39812.95,0
298,722,France,Male,44,7,0.0,1,1,0,63800.74,0
299,489,Spain,Male,51,0,91242.67,1,0,1,56383.89,0
300,649,France,Female,20,10,0.0,1,1,0,92363.72,1
301,750,Spain,Female,26,7,191441.78,1,1,1,197887.37,0
302,762,France,Male,22,1,0.0,2,1,1,668.16,0
303,675,France,Female,55,9,77657.56,1,1,1,79616.52,0
304,511,France,Male,49,3,167269.85,1,1,1,57410.32,0
305,466,Spain,Male,30,4,52539.69,2,1,1,79369.04,0
306,608,Germany,Female,68,6,127171.74,2,0,1,3538.51,0
307,742,Germany,Female,28,2,0.0,1,0,1,68476.86,0
308,518,France,Female,24,3,161132.83,2,1,1,62728.88,0
309,569,Spain,Male,25,4,0.0,1,1,1,88280.95,0
310,695,France,Male,40,6,116255.73,1,1,1,198051.14,0
311,763,France,Male,23,9,0.0,2,0,0,8353.3,0
312,718,Spain,Male,37,4,125434.51,1,1,0,177755.11,0
313,617,France,Male,48,1,0.0,1,1,1,122024.56,0
314,833,Germany,Male,29,2,0.0,1,1,1,196990.16,0
315,562,France,Female,24,6,102153.94,2,1,1,56439.02,0
316,652,France,Male,34,9,59185.73,2,0,1,99920.13,0
317,710,France,Male,25,7,0.0,2,0,1,194594.3,0
318,777,France,Male,39,7,102589.88,1,0,0,36488.71,1
319,664,France,Female,18,0,0.0,2,1,0,33029.92,0
320,646,Spain,Female,33,5,64148.09,1,1,0,157807.62,0
321,648,France,Male,39,5,121139.06,2,1,1,52604.26,0
322,850,Spain,Male,24,10,0.0,1,0,1,141684.91,0
323,540,Spain,Male,39,7,0.0,1,0,1,149856.77,0
324,747,France,Male,42,4,36136.93,2,1,1,95020.59,0
325,574,Spain,Female,43,7,164724.85,1,1,1,199304.67,0
326,675,France,Male,70,10,116466.01,2,1,0,97820.61,0
327,834,Spain,Male,54,5,0.0,2,1,0,66968.24,1
328,627,Germany,Male,27,0,29243.36,1,0,0,65110.59,1
329,667,Spain,Male,37,0,132025.92,2,1,0,67790.95,0
330,497,France,Male,56,4,51017.08,1,0,0,40908.85,0
331,669,Spain,Male,26,0,16021.3,1,1,0,171240.28,0
332,816,Germany,Male,31,0,65247.54,1,1,0,38023.06,0
333,653,Spain,Male,41,0,124388.91,2,0,1,54771.14,0
334,545,Spain,Male,27,4,75915.79,2,1,1,140980.48,0
335,637,France,Male,55,9,0.0,2,1,1,4774.6,0
336,694,Spain,Male,32,8,86837.57,1,0,0,41163.44,0
337,634,France,Male,38,8,146775.11,2,0,1,59839.33,0
338,656,France,Male,37,1,0.0,2,1,1,126860.39,0
339,532,Germany,Female,38,9,74960.74,2,1,0,129387.45,0
340,662,France,Male,30,8,160423.65,2,1,1,15601.45,0
341,589,France,Female,25,5,107715.03,2,1,0,58110.71,0
342,565,France,Male,62,3,57411.46,2,1,1,74089.39,0
343,772,France,Female,28,6,0.0,2,0,1,114998.38,0
344,527,France,Male,56,0,0.0,1,0,0,11973.24,1
345,732,France,Male,23,2,111702.83,1,1,1,124468.17,0
346,620,Spain,Male,31,6,34039.41,1,0,1,135503.74,0
347,616,France,Female,62,6,178549.33,1,1,1,197238.12,0
348,774,France,Male,36,10,137748.2,1,1,0,165819.4,0
349,696,Spain,Male,26,4,82449.91,1,1,1,172991.55,0
350,597,Spain,Female,48,10,21412.86,1,1,0,132833.27,0
351,735,Spain,Female,34,7,103316.89,1,0,0,55501.55,0
352,646,France,Male,27,6,93354.51,1,1,1,172463.59,0
353,641,France,Male,27,9,0.0,2,1,0,36402.36,0
354,747,France,Female,65,9,64479.31,2,1,1,186064.22,0
355,558,Germany,Male,29,9,78304.01,2,1,0,169050.97,0
356,673,Spain,Female,26,10,0.0,1,1,0,193065.01,1
357,571,Germany,Male,32,9,148627.83,1,1,1,56798.12,0
358,620,France,Male,44,7,45170.66,4,1,1,76844.58,0
359,520,France,Female,45,4,0.0,1,1,1,97103.49,1
360,575,Germany,Female,28,4,176728.62,2,1,0,3553.15,0
361,639,France,Male,31,3,95851.54,1,0,0,38065.77,0
362,602,Germany,Male,62,8,3085.88,2,1,1,82.51,0
363,627,Germany,Female,44,8,171138.68,2,1,1,53695.84,0
364,720,France,Male,32,8,0.0,1,1,1,164538.25,0
365,687,France,Female,28,10,110476.87,2,1,1,96855.91,0
366,781,Germany,Female,39,6,216180.09,1,1,0,61929.11,1
367,550,France,Female,36,9,115137.24,1,1,1,73695.01,0
368,469,Germany,Male,36,5,85953.7,1,0,0,153135.37,0
369,664,Spain,Male,43,5,155210.8,1,1,1,80340.08,0
370,850,Germany,Male,53,10,0.0,1,1,1,89431.31,0
371,691,Germany,Male,31,9,115369.59,2,1,1,106993.61,1
372,747,France,Male,60,6,76638.18,2,1,1,35687.52,0
373,814,Spain,Male,31,3,91782.76,1,1,1,163669.89,0
374,517,Germany,Male,33,1,95310.03,1,1,1,148239.36,0
375,579,Spain,Male,56,3,116393.19,2,0,1,19609.95,0
376,697,France,Male,57,4,49181.05,2,1,1,124797.04,0
377,603,Spain,Male,37,5,3006.26,2,1,1,63834.06,0
378,612,France,Male,18,6,0.0,2,1,1,101050.75,0
379,590,France,Male,32,2,178950.02,1,1,0,87605.69,1
380,803,France,Female,47,6,124947.19,1,1,1,14159.47,0
381,777,France,Female,59,7,39869.68,2,1,1,165468.6,0
382,726,France,Male,21,5,80626.17,2,0,1,161295.4,0
383,520,France,Female,29,2,217245.96,1,1,1,68433.54,0
384,499,Germany,Female,25,1,107350.29,1,0,1,83961.43,0
385,597,Spain,Female,43,0,54038.4,2,1,0,42225.51,0
386,557,France,Male,33,0,0.0,1,0,0,109783.95,0
387,565,France,Male,30,0,0.0,2,1,0,139314.48,0
388,849,Spain,Male,23,3,0.0,1,1,0,122044.76,1
389,716,France,Male,42,3,0.0,2,0,1,63592.27,0
390,628,France,Female,30,8,150219.85,1,1,0,137132.49,1
391,668,France,Female,37,0,112089.39,2,1,1,87654.81,0
392,714,Germany,Female,37,9,0.0,2,1,1,98085.45,0
393,654,Spain,Male,35,9,0.0,2,0,0,69867.07,0
394,685,France,Male,31,1,110232.96,2,1,1,192500.2,0
395,589,France,Male,32,7,42694.65,1,1,0,91097.71,0
396,668,Spain,Female,33,1,142408.25,1,1,0,159214.8,0
397,530,France,Female,59,6,0.0,1,1,1,103881.55,1
398,604,Germany,Male,31,10,42786.11,1,1,0,139083.2,0
399,620,France,Male,27,9,0.0,2,1,1,37504.29,0
400,731,Germany,Female,50,2,145994.17,1,1,0,145814.84,1
401,822,France,Male,45,10,0.0,1,0,1,192535.41,0
402,710,Germany,Male,40,6,166726.05,1,1,0,9139.5,0
403,630,France,Male,24,1,88763.52,1,1,1,152712.87,0
404,648,France,Male,37,10,181968.8,1,1,0,45905.27,0
405,663,Germany,Female,18,2,0.0,1,1,1,93167.26,1
406,666,Spain,Male,22,4,72857.62,1,0,0,125125.2,0
407,439,France,Male,44,7,0.0,2,1,0,118555.1,0
408,749,Spain,Male,34,6,0.0,1,0,1,20123.88,0
409,567,Spain,Female,42,5,62023.35,1,0,1,144908.02,0
410,567,Germany,Male,73,9,0.0,1,0,1,102369.55,0
411,584,Germany,Male,38,0,0.0,2,1,0,29737.78,1
412,476,France,Female,46,4,0.0,2,1,1,185226.62,0
413,620,France,Female,43,3,67050.78,1,1,1,115493.47,0
414,656,Spain,Male,39,2,89834.42,1,1,1,13983.06,0
415,548,France,Male,32,4,110219.31,2,1,1,41144.7,0
416,715,Spain,Male,26,4,72168.52,2,1,0,61720.08,0
417,559,France,Female,26,8,0.0,2,0,1,110168.99,0
418,629,France,Male,25,10,3751.58,2,1,1,31707.98,0
419,645,Spain,Female,30,7,125815.46,2,1,1,167626.06,0
420,620,Germany,Female,19,7,155397.83,2,1,0,105243.09,0
421,719,France,Male,40,2,196264.93,2,1,0,174786.61,1
422,532,France,Female,43,1,89779.56,1,1,1,154458.34,0
423,686,France,Female,19,0,61811.39,1,1,1,93682.16,0
424,475,France,Female,41,9,0.0,2,1,1,128482.43,0
425,710,Germany,Male,25,6,202026.94,1,1,0,117762.25,0
426,720,Germany,Male,45,1,75951.04,1,1,0,89713.19,0
427,759,France,Female,29,1,113748.35,2,0,0,193432.31,0
428,775,France,Female,46,9,204291.5,2,1,1,4102.4,0
429,597,France,Female,31,9,68992.77,1,1,1,11707.25,0
430,708,Spain,Female,18,3,0.0,1,1,0,55192.32,0
431,694,Germany,Female,39,6,48823.1,1,0,1,63703.41,1
432,613,France,Male,23,4,66048.84,1,1,1,195955.82,0
433,656,France,Female,42,2,49302.76,1,1,0,51156.06,0
434,664,France,Female,19,1,0.0,1,0,1,23137.15,0
435,505,Spain,Female,77,2,0.0,1,0,1,125551.35,0
436,607,Germany,Female,25,2,30067.67,1,1,0,66699.29,0
437,424,Germany,Male,18,3,0.0,1,1,1,52704.23,0
438,750,France,Male,40,5,179627.31,2,1,0,147915.03,0
439,740,Germany,Male,31,9,0.0,2,1,0,189024.91,0
440,625,Spain,Female,29,4,115270.5,2,1,1,14543.6,0
